,100s,4 Wickets in Inn,4s,50s,6s,Age,Balls,Balls Faced,Balls_Average,Bat_Average,Bats(handed),Bowl_Strike_rate,Bowling_Best,Bowls(handed),DOB,Ducks,Economy_Rate,Highest Score,Innings,Maidens,Matches,Name,Not Outs,Opening Batting,Overs,Runs,Runs_Conceded,Strike Rate,Wickets
602,0,0,10,0,2,36,480,183,35.42,13.91,Right Handed,40.00,2/22,Right Arm Fast Medium,24/03/1982,1,5.31,33,12,3,15(2012-2013),Andrew M Ellis,1,0,80.0,153,425,83.61,12
603,0,0,3,0,1,59,696,110,42.50,10.75,Left Handed,58.00,3/42,Right Arm Fast Medium,21/09/1959,0,4.40,24,12,9,14(1984-1986),Richard M Ellison,4,0,116.0,86,510,78.18,12
604,0,0,10,0,1,54,1702,160,28.07,12.50,Right Handed,38.68,3/17,Right Arm Fast Medium,23/02/1965,3,4.35,23,16,29,39(1998-2002),Steven Elworthy,8,0,283.4,100,1235,62.50,44
605,0,2,32,0,6,66,3425,664,30.87,14.31,Right Handed,45.07,4/37,Right Arm Off Break,20/08/1952,3,4.11,34,45,39,61(1980-1993),John E Emburey,10,0,570.5,501,2346,75.45,76
606,0,,1,0,0,54,,13,,N/A,Left Handed,,,,25/06/1964,0,,11*,1,,1(1994-1994),Philip A Emery,1,0,,11,,84.62,
607,0,0,1,0,0,37,84,35,N/A,13.00,Right Handed,N/A,0/34,Right Arm Medium Fast,08/03/1981,0,7.07,13,2,0,2(2007-2007),Rayad R Emrit,1,0,14.0,13,99,37.14,0
608,0,0,0,0,0,32,576,19,30.14,3.00,Right Handed,41.14,3/16,Left Arm Orthodox,05/12/1986,2,4.40,5,5,3,10(2005-2009),Enamul Haque,1,0,96.0,12,422,63.16,14
609,0,0,18,0,0,53,1238,479,60.17,11.24,Left Handed,68.78,2/40,Left Arm Orthodox,27/02/1966,1,5.25,32,26,3,29(1990-2002),Enamul Haque,5,0,206.2,236,1083,49.27,18
610,0,,13,1,0,81,,195,,38.00,Right Handed,,,,25/02/1938,0,,54*,4,,5(1974-1975),Farokh M Engineer,1,2,,114,,58.46,
611,0,0,4,0,0,32,716,64,32.67,11.33,Right Handed,34.10,3/46,Right Arm Medium Fast,23/06/1986,1,5.75,12*,11,4,19(2011-),Ranaweera Mudiyanselage Shaminda Eranga,8,0,119.2,34,686,53.13,21
612,2,,186,12,28,33,4,2943,,31.09,Left Handed,,,Right Arm Off Break,19/08/1985,7,,130*,81,,84(2010-),Craig Richard Ervine,11,0,39,2176,,73.94,
613,1,0,63,2,14,36,1649,816,38.07,25.85,Left Handed,40.22,3/29,Right Arm Medium,06/12/1982,5,5.68,100,34,10,42(2001-2004),Sean M Ervine,7,0,274.5,698,1561,85.54,41
614,0,0,1,0,0,46,228,43,N/A,2.50,Right Handed,N/A,0/16,Left Arm Orthodox,28/05/1972,3,5.47,7,5,0,6(2002-2003),Jacob-Jan Esmeijer,1,0,38.0,10,208,23.26,0
615,0,,1,0,0,50,2,15,,N/A,Right Handed,,,Right Arm Off Break,16/11/1968,0,,14*,1,,1(1992-1992),Ebrahim A Essop-Adam,1,0,2,14,,93.33,
616,0,2,9,0,1,30,1433,142,28.44,13.43,Right Handed,33.33,4/41,Right Arm Medium Fast,12/01/1989,2,5.12,28,15,14,31(2009-),Alasdair C Evans,8,0,238.5,94,1223,66.20,43
617,0,0,65,2,16,49,964,1006,40.38,18.19,Right Handed,45.90,3/11,Right Arm Medium,29/11/1969,3,5.28,96*,47,4,53(1992-2002),Craig Neil Evans,5,3,160.4,764,848,75.94,21
618,0,0,9,0,0,37,312,137,47.20,13.86,Right Handed,62.40,3/31,Right Arm Off Break,21/10/1981,2,4.54,46,7,0,7(2004-2005),Gavin M Ewing,0,0,52.0,97,236,70.80,5
619,0,0,0,0,0,36,224,7,33.67,0.00,Right Handed,37.33,2/39,Right Arm Fast Medium,31/07/1982,3,5.41,0,3,2,5(2008-2015),Fahad Alhashmi,0,0,37.2,0,202,N/A,6
620,0,,0,0,0,18,,10,,1.00,Right Handed,,,Left Arm Orthodox,15/12/2000,1,,2,2,,2(2019-2019),Fahad Nawaz,0,0,,2,,20.00,
621,0,,0,0,0,42,1,18,,4.50,Left Handed,,,Right Arm Leg Break,02/10/1976,1,,9,2,,2(2004-2004),Fahad Usman,0,0,1,9,,50.00,
622,0,1,7,0,5,25,675,140,28.06,11.56,Left Handed,37.50,5/22,Right Arm Medium,16/01/1994,2,4.49,23,11,6,18(2017-),Faheem Ashraf,2,1,112.3,104,505,74.29,18
623,0,0,0,0,0,38,169,17,N/A,3.00,Right Handed,N/A,0/29,Right Arm Off Break,01/11/1980,1,3.94,5,3,0,3(2001-2002),Fahim Muntasir,1,0,28.1,6,111,35.29,0
624,1,0,138,16,20,55,6,2903,N/A,39.47,Left Handed,N/A,0/9,Left Arm Medium,09/09/1963,2,9.00,113,71,0,75(1987-1999),Neil H Fairbrother,18,0,1.0,2092,9,72.06,0
625,0,,1,0,0,43,,38,,9.00,Right Handed,,,,15/10/1975,0,,9,1,,1(2003-2003),Faisal Athar,0,1,,9,,23.68,
626,0,0,3,0,1,39,73,91,53.00,10.75,Left Handed,73.00,1/27,Right Arm Medium Fast,01/01/1980,1,4.36,17,5,0,6(2004-2010),Faisal Hossain,1,0,12.1,43,53,47.25,1
627,1,0,24,0,4,37,18,519,N/A,22.43,Right Handed,N/A,0/16,Right Arm Medium,30/12/1981,3,11.00,100*,16,0,18(2000-2006),Faisal Iqbal,2,2,3.0,314,33,60.50,0
628,3,0,174,9,20,28,111,1499,88.00,53.41,Left Handed,111.00,1/19,Left Arm Orthodox,10/04/1990,2,4.76,210*,31,0,31(2017-),Fakhar Zaman,4,31,18.3,1442,88,96.20,1
629,0,0,0,0,0,24,150,6,28.80,N/A,Left Handed,30.00,3/65,Left Arm Fast Medium,10/08/1994,0,5.76,1*,2,0,5(2014-),Fareed Ahmad,2,0,25.0,1,144,16.67,5
630,0,1,39,1,8,32,1139,636,46.23,16.48,Right Handed,51.77,5/42,Right Arm Fast Medium,16/06/1986,2,5.36,50,31,12,34(2006-2011),Farhad Reza,6,0,189.5,412,1017,64.78,22
631,0,0,1,0,0,35,60,31,N/A,9.50,Right Handed,N/A,0/17,Left Arm Chinaman (Googly),07/09/1983,0,6.30,16,2,0,3(2008-2008),Abdus S Faridi,0,0,10.0,19,63,61.29,0
632,0,,6,1,0,52,1,273,,15.00,Right Handed,,,Right Arm Off Break,24/07/1966,1,,57,7,,7(1988-1999),Faruk Ahmed,0,2,2,105,,38.46,
633,1,4,83,4,29,28,3211,991,30.85,34.40,Right Handed,33.45,4/32,Left Arm Medium,29/04/1990,4,5.53,116,52,12,69(2013-),James Peter Faulkner,22,0,535.1,1032,2962,104.14,96
634,0,0,1,0,0,37,144,2,48.33,N/A,Right Handed,48.00,1/39,Right Arm Leg Break,05/02/1982,0,6.04,4*,1,0,3(2013-2013),Fawad Ahmed,1,0,24.0,4,145,200.00,3
635,1,0,59,6,6,33,398,1297,75.40,40.25,Left Handed,79.60,1/8,Left Arm Orthodox,08/10/1985,3,5.68,114*,36,0,38(2007-2015),Fawad Alam,12,0,66.2,966,377,74.48,5
636,0,0,6,0,0,35,162,100,N/A,47.00,Left Handed,N/A,0/16,Left Arm Orthodox,12/05/1983,0,4.48,37*,3,1,3(2014-),Fayyaz Ahmed,2,0,27.0,47,121,47.00,0
637,0,,7,1,1,33,,61,,N/A,Left Handed,,,Right Arm Medium,07/09/1985,0,,55*,1,,1(2016-),Faiz Yakub Fazal,1,1,,55,,90.16,
638,0,0,0,0,0,31,18,9,N/A,0.00,Left Handed,N/A,0/16,Left Arm Orthodox,30/12/1987,2,5.33,0,2,0,2(2018-),Fazle Mahmud,0,0,3.0,0,16,N/A,0
639,0,0,0,0,0,38,72,8,N/A,7.00,Right Handed,N/A,0/19,Right Arm Fast,20/10/1980,0,4.00,7,1,2,2(1998-2001),Fazl-E-Akbar,0,0,12.0,7,48,87.50,0
640,0,,61,5,0,34,2,777,,41.44,Right Handed,,,Right Arm Medium,21/11/1984,0,,71*,25,,30(2009-2011),Callum J Ferguson,9,0,7,663,,85.33,
641,0,3,2,0,1,27,1404,119,27.96,8.29,Right Handed,29.87,5/45,Right Arm Fast,13/06/1991,3,5.62,19,13,3,27(2016-),Lachlan Hammond Ferguson,6,0,234.0,58,1314,48.74,47
642,0,,0,0,0,42,,13,,5.00,Left Handed,,,Left Arm Orthodox,03/01/1977,0,,5,1,,1(2008-2008),Nizel Fernandes,0,0,,5,,38.46,
643,0,0,0,0,0,21,12,0,N/A,N/A,Right Handed,N/A,0/22,Right Arm Medium Fast,31/07/1997,0,11.00,0,0,0,1(2017-),Asitha Madusanka Fernando,0,0,2.0,0,22,N/A,0
644,0,4,19,0,2,39,6507,393,30.20,9.19,Right Handed,34.80,6/27,Right Arm Fast Medium,19/07/1979,9,5.21,20,61,54,147(2001-2012),Congenige Randhi Dilhara Fernando,35,0,1084.3,239,5648,60.81,187
645,0,,7,0,0,75,,66,,15.67,Right Handed,,,,22/02/1944,0,,22,3,,3(1975-1975),Edward R Fernando,0,3,,47,,71.21,
646,0,,7,0,0,63,,156,,20.20,Right Handed,,,,19/12/1955,2,,36,5,,7(1983-1983),Ellukutige R N S Fernando,0,5,,101,,64.74,
647,0,0,4,0,1,39,234,72,26.50,21.50,Right Handed,39.00,3/12,Right Arm Medium Fast,14/10/1979,0,4.08,23*,5,4,7(2002-2006),Kandage H R K Fernando,3,0,39.0,43,159,59.72,6
648,0,0,0,0,0,39,42,0,6.50,N/A,Right Handed,21.00,2/13,Right Arm Fast Medium,10/05/1979,0,1.86,0,0,2,1(2003-2003),Kandana A D M Fernando,0,0,7.0,0,13,N/A,2
649,0,0,3,0,0,27,237,44,82.33,13.50,Right Handed,79.00,1/35,Left Arm Medium Fast,18/09/1991,1,6.25,7*,6,4,6(2017-),Muthuthanthrige Vishwa Thilina Fernando,4,0,39.3,27,247,61.36,3
650,0,1,0,0,0,38,700,59,39.07,7.25,Right Handed,46.67,5/67,Right Arm Fast Medium,22/08/1980,1,5.02,14*,10,7,17(2001-2003),Thudellage C B Fernando,6,0,116.4,29,586,49.15,15
651,0,0,0,0,0,56,18,6,16.00,8.00,Right Handed,18.00,1/16,Right Arm Medium,27/12/1962,0,5.33,8,1,0,1(1989-1989),Thewarathantrige L Fernando,0,0,3.0,8,16,133.33,1
652,0,,2,0,0,48,,25,,N/A,Right Handed,,,,10/03/1970,0,,20*,2,,2(1994-1994),Ungamandadige N K Fernando,2,0,,22,,88.00,
653,0,,0,0,0,20,,2,,0.00,Right Handed,,,Right Arm Medium Fast,05/04/1998,1,,0,1,,1(2016-),Weerahandige Inol Avishka Fernando,0,1,,0,,N/A,
654,11,0,356,18,76,32,158,3874,68.50,36.25,Right Handed,79.00,1/2,Left Arm Orthodox,17/11/1986,9,5.20,148,96,0,100(2013-),Aaron James Finch,1,94,26.2,3444,137,88.90,2
655,0,,14,1,5,35,2,194,,20.86,Left Handed,,,Right Arm Medium,03/03/1984,0,,59*,8,,9(2008-2009),Shawn E Findlay,1,0,5,146,,75.26,
656,0,6,11,0,3,29,3550,223,29.37,8.00,Right Handed,34.80,5/33,Right Arm Fast Medium,04/04/1989,7,5.06,35,30,38,69(2011-),Steven Thomas Finn,13,0,591.4,136,2996,60.99,102
657,0,,0,0,0,30,,2,,0.00,Right Handed,,,Right Arm Medium,30/06/1988,1,,0,1,,1(2010-2010),Ryan Flannigan,0,0,,0,,N/A,
658,0,5,9,0,1,48,4619,221,25.39,11.69,Right Handed,34.47,5/36,Right Arm Fast Medium,24/04/1970,5,4.42,29,31,61,88(1994-2001),Damien W Fleming,18,0,769.5,152,3402,68.78,134
659,0,1,11,0,3,54,523,137,25.53,15.44,Right Handed,30.76,4/45,Right Arm Medium,12/12/1964,1,4.98,33,10,3,11(1997-1998),Matthew V Fleming,1,0,87.1,139,434,101.46,17
660,8,0,819,49,63,45,29,11243,28.00,32.41,Left Handed,29.00,1/8,Right Arm Medium,01/04/1973,17,5.79,134*,269,0,280(1994-2007),Stephen P Fleming,21,103,4.5,8037,28,71.48,1
661,0,0,42,2,7,31,28,549,N/A,14.16,Right Handed,N/A,0/4,Right Arm Medium Fast,28/11/1987,3,5.57,54,25,0,25(2008-),Andre D S Fletcher,0,19,4.4,354,26,64.48,0
662,0,1,14,2,0,70,301,289,31.57,47.75,Left Handed,43.00,4/42,Right Arm Fast Medium,27/09/1948,0,4.41,71*,6,5,6(1983-1983),Duncan A G Fletcher,2,0,50.1,191,221,66.09,7
663,1,150,66,5,6,74,1,1134,2 (40.00%),39.84,Right Handed,,30.00,Right Arm Leg Break,20/05/1944,0,,131,22,,24(1971-1982),Keith W R Fletcher,3,0,3,757,,66.75,5/2/3
664,3,8,308,18,93,41,5624,3821,24.38,32.02,Right Handed,33.28,5/19,Right Arm Fast,06/12/1977,9,4.40,123,122,67,141(1999-2009),Andrew Flintoff,16,0,937.2,3394,4121,88.82,169
665,4,0,535,55,26,50,30,9096,N/A,35.34,Left Handed,N/A,0/9,Right Arm Off Break,28/04/1968,13,4.60,145,208,0,213(1992-2003),Andrew Flower,16,44,5.0,6786,23,74.60,0
666,6,2,557,40,37,48,5462,9723,40.63,33.53,Right Handed,52.52,4/32,Left Arm Orthodox,20/12/1970,18,4.64,142*,214,11,221(1992-2010),Grant W Flower,18,137,910.2,6571,4225,67.58,104
667,0,0,23,0,2,33,24,360,N/A,15.20,Left Handed,N/A,0/6,Left Arm Orthodox,16/04/1985,3,6.25,35,17,0,20(2008-2012),Daniel R Flynn,2,0,4.0,228,25,63.33,0
668,0,0,5,1,1,36,1,174,N/A,26.50,Right Handed,N/A,0/2,,07/05/1982,0,12.00,60,4,0,4(2008-2008),Christopher R Foggo,0,4,0.1,106,2,60.92,0
669,1,,34,3,4,33,1,561,,26.29,Right Handed,,,Right Arm Medium,15/11/1985,2,,104,14,,15(2012-2012),Peter J Forrest,0,0,4,368,,65.60,
670,0,,0,0,0,38,,71,,13.67,Right Handed,,,,15/04/1980,0,,13,6,,11(2001-2002),James S Foster,3,0,,41,,57.75,
671,0,0,4,0,0,75,30,62,11.00,25.00,Right Handed,15.00,2/22,Right Arm Off Break,09/05/1943,0,4.40,25,1,0,2(1973-1973),Maurice L C Foster,0,1,5.0,25,22,40.32,2
672,0,0,9,0,0,56,2627,244,31.12,11.54,Right Handed,44.53,3/20,Right Arm Fast Medium,06/05/1962,3,4.19,24,25,25,48(1984-1989),Neil A Foster,12,0,437.5,150,1836,61.48,59
673,0,0,4,0,1,39,179,51,128.00,21.00,Right Handed,179.00,1/33,Right Arm Medium Fast,23/07/1979,0,4.29,19*,5,1,7(2007-2008),Marthinus J Fourie,3,0,29.5,42,128,82.35,1
674,0,,67,4,1,61,1,1321,,31.00,Left Handed,,,,20/04/1957,2,,81*,26,,26(1983-1986),Graeme Fowler,2,26,2,744,,56.32,
675,0,1,97,4,17,38,3848,1653,41.41,23.98,Left Handed,47.51,5/42,Left Arm Fast Medium,07/11/1980,5,5.23,98*,80,34,110(2001-2013),James E C Franklin,27,0,641.2,1271,3354,76.89,81
676,0,,0,0,0,56,,89,,9.00,Right Handed,,,Right Arm Medium,18/03/1962,1,,21,3,,3(1983-1988),Trevor J Franklin,0,2,,27,,30.34,
677,0,0,0,0,0,40,54,17,N/A,4.00,Left Handed,N/A,0/48,Right Arm Fast Medium,03/02/1979,0,5.33,4,1,0,1(2000-2000),Paul J Franks,0,0,9.0,4,48,23.53,0
678,0,0,2,0,1,69,144,166,N/A,19.00,Right Handed,N/A,0/17,Right Arm Medium,31/07/1949,1,4.46,45,3,1,3(1975-1975),Frasat Ali,0,3,24.0,57,107,34.34,0
679,0,1,15,0,2,53,2392,208,30.04,12.82,Right Handed,50.89,4/22,Right Arm Fast Medium,08/08/1965,1,3.54,38*,20,57,42(1989-1999),Angus R C Fraser,9,0,398.4,141,1412,67.79,47
680,1,0,30,1,1,05,10,444,5.00,25.92,Left Handed,5.00,2/10,Left Arm Chinaman (Googly),11/11/1942,0,6.00,105,12,0,12(1973-1977),Roy C Fredericks,0,12,1.4,311,10,70.05,2
681,0,0,1,0,0,38,72,84,67.00,12.00,Right Handed,72.00,1/51,Right Arm Off Break,01/12/1980,0,5.58,14,2,0,2(2004-2004),Alexander N French,0,0,12.0,24,67,28.57,1
682,0,,1,0,0,59,,71,,6.80,Right Handed,,,,13/08/1959,2,,9*,8,,13(1985-1988),Bruce N French,3,0,,34,,47.89,
683,0,1,54,3,6,38,1930,724,48.08,16.12,Right Handed,52.16,4/55,Right Arm Fast,07/01/1981,5,5.53,91,39,13,51(2000-2004),Travis J Friend,5,0,321.4,548,1779,75.69,37
684,1,,111,8,20,40,2,1833,,32.54,Right Handed,,,Right Arm Medium,01/02/1979,2,,112,46,,49(2004-2009),Peter G Fulton,5,10,18,1334,,72.78,
685,0,,16,0,3,66,1,360,,15.18,Right Handed,,,Right Arm Off Break,04/06/1952,2,,41,11,,11(1984-1984),Richard S Gabriel,0,10,1,167,,46.39,
686,0,0,1,0,0,30,839,53,34.00,3.50,Right Handed,36.48,3/17,Right Arm Fast Medium,28/04/1988,3,5.59,12*,13,5,18(2016-),Shannon Terry Gabriel,7,0,139.5,21,782,39.62,23
687,0,0,16,1,0,66,48,509,39.00,20.69,Right Handed,48.00,1/39,Right Arm Off Break,23/09/1952,2,4.88,78*,14,0,15(1975-1987),Anshuman D Gaekwad,1,9,8.0,269,39,52.85,1
688,0,0,1,0,0,43,144,27,38.33,17.00,Right Handed,48.00,2/42,Right Arm Medium,22/11/1975,0,4.79,14,2,2,3(1999-2001),Indika S Gallage,1,0,24.0,17,115,62.96,3
689,0,0,0,0,0,54,132,9,34.67,N/A,Right Handed,44.00,2/17,Right Arm Fast Medium,17/04/1964,0,4.73,7*,2,2,4(1995-1995),Janak C Gamage,2,0,22.0,8,104,88.89,3
690,0,1,0,0,0,30,402,27,39.20,2.00,Right Handed,40.20,4/57,Right Arm Fast Medium,05/04/1988,0,5.85,3,5,3,9(2014-),Panagamuwa Lahiru Sampath Gamage,3,0,67.0,4,392,14.81,10
691,11,0,561,34,17,37,6,6144,N/A,39.68,Left Handed,N/A,0/13,Right Arm Leg Break,14/10/1981,11,13.00,150*,143,0,147(2003-2013),Gautam Gambhir,11,91,1.0,5238,13,85.25,0
692,0,,8,0,0,47,,97,,16.33,Right Handed,,,Right Arm Medium,06/09/1971,0,,30,3,,3(1999-2000),Devang J Gandhi,0,1,,49,,50.52,
693,0,0,1,0,0,37,66,9,44.00,3.50,Right Handed,33.00,2/27,Right Arm Fast Medium,29/03/1981,1,8.00,7,2,0,4(2001-2006),Withanaarchchige C A Ganegama,0,0,11.0,7,88,77.78,2
694,0,0,0,0,0,45,30,8,20.00,4.00,Right Handed,30.00,1/20,Right Arm Medium,30/06/1973,0,4.00,4,1,0,1(1997-1997),Doddanarasiah Ganesh,0,0,5.0,4,20,50.00,1
695,0,0,69,9,7,40,1,1414,N/A,25.55,Right Handed,N/A,0/4,,14/01/1979,5,24.00,71,34,0,35(1999-2006),Darren Ganga,1,27,0.1,843,4,59.62,0
696,22,3,1125,72,190,46,4561,15416,38.49,41.02,Left Handed,45.61,5/16,Right Arm Medium,08/07/1972,16,5.06,183,300,30,311(1992-2007),Sourav C Ganguly,23,236,760.1,11363,3849,73.71,100
697,0,,33,2,0,28,2,396,,23.82,Right Handed,,,,04/01/1991,1,,96,11,,11(2013-2015),Hamish J W Gardiner,0,3,4,262,,66.16,
698,0,5,6,0,4,66,5330,359,18.85,9.15,Right Handed,36.51,5/31,Right Arm Fast,16/12/1952,5,3.10,37,40,145,98(1977-1987),Joel Garner,14,0,888.2,238,2752,66.30,146
699,0,,8,1,0,42,,204,,33.00,Right Handed,,,Right Arm Medium,11/11/1976,0,,76,3,,3(2001-2001),Leon V Garrick,0,3,,99,,48.53,
700,0,0,0,0,0,32,36,0,50.00,N/A,Left Handed,36.00,1/50,Right Arm Fast Medium,27/06/1986,0,8.33,0,0,0,1(2009-2009),Trevor N Garwe,0,0,6.0,0,50,N/A,1
701,1,0,165,9,11,61,392,2968,33.60,29.51,Right Handed,39.20,3/32,Right Arm Medium,06/06/1957,4,5.14,115*,88,4,92(1977-1993),Michael William Gatting,17,1,65.0,2095,336,70.59,10
702,0,0,0,0,0,34,24,44,N/A,N/A,Right Handed,N/A,0/15,Left Arm Orthodox,22/04/1984,0,3.75,9*,1,0,1(2018-),Shakti P Gauchan,1,0,4.0,9,15,20.45,0
703,0,0,8,1,2,43,72,234,74.00,18.88,Left Handed,72.00,1/56,Left Arm Orthodox,20/02/1976,0,6.17,54,10,0,11(2004-2004),Rohan S Gavaskar,2,0,12.0,151,74,64.53,1
704,1,0,236,27,21,69,20,4966,25.00,35.14,Right Handed,20.00,1/10,,10/07/1949,8,7.50,103*,102,0,108(1974-1987),Sunil M Gavaskar,14,83,3.2,3092,25,62.26,1
705,0,0,1,0,0,30,192,6,32.00,N/A,Right Handed,38.40,3/49,Right Arm Fast,18/08/1988,0,5.00,4*,1,2,4(2014-),Willie T Gavera,1,0,32.0,4,160,66.67,5
706,25,4,1093,51,314,39,7334,11649,35.43,38.16,Left Handed,44.45,5/46,Right Arm Off Break,21/09/1979,24,4.78,215,283,39,289(1999-),Christopher H Gayle,17,263,1222.2,10151,5846,87.14,165
707,0,0,1,0,0,58,51,239,16.50,8.43,Right Handed,25.50,1/7,Right Arm Off Break,29/12/1960,1,3.88,18,7,0,7(1986-1990),Gazi Ashraf,0,0,8.3,59,33,24.69,2
708,0,0,1,0,0,36,90,11,26.00,N/A,Right Handed,30.00,2/11,Right Arm Fast Medium,13/06/1982,0,5.20,10*,2,0,2(2008-2009),Brett Geeves,2,0,15.0,10,78,90.91,3
709,0,,28,3,1,50,,787,,19.96,Right Handed,,,,04/11/1968,2,,89,31,,37(1994-1997),Lee K Germon,5,0,,519,,65.95,
710,0,0,0,0,0,58,275,3,86.67,1.00,Right Handed,91.67,1/38,Right Arm Medium Fast,12/06/1960,0,5.67,1,1,1,6(1984-1986),Rajinder S Ghai,0,0,45.5,1,260,33.33,3
711,0,0,8,0,0,68,1033,194,47.20,11.40,Left Handed,68.87,3/40,Left Arm Fast Medium,28/02/1951,1,4.11,20,16,12,19(1975-1981),Karsan D Ghavri,6,0,172.1,114,708,58.76,15
712,0,0,0,0,0,54,408,16,62.80,8.00,Left Handed,81.60,1/27,Left Arm Medium,06/10/1964,0,4.62,4,3,5,9(1986-1990),Gholam Nousher,2,0,68.0,8,314,50.00,5
713,0,,2,0,0,52,,121,,17.67,Right Handed,,,Right Arm Medium,08/09/1966,0,,38,3,,3(1993-1995),Ghulam Ali,0,1,,53,,43.80,
714,0,,45,3,3,29,,671,,22.32,Right Handed,,,,01/01/1990,1,,90,19,,19(2017-),Ghulam Shabber,0,0,,424,,63.19,
715,0,,3,0,0,33,,98,,16.50,Left Handed,,,,10/12/1985,1,,33,2,,2(2006-2006),Treadwell Gibbons,0,2,,33,,33.67,
716,21,,930,37,128,45,3,9721,,36.13,Right Handed,,,Right Arm Fast Medium,23/02/1974,22,,175,240,,248(1996-2010),Herschelle Herman Gibbs,16,182,108,8094,,83.26,
717,0,0,0,0,0,84,156,0,29.50,N/A,Right Handed,78.00,1/12,Right Arm Off Break,29/09/1934,0,2.27,0*,1,4,3(1973-1975),Lancelot Richard Gibbs,1,0,26.0,0,59,N/A,2
718,0,4,10,1,3,49,739,138,18.26,14.10,Right Handed,21.74,5/40,Right Arm Fast,16/03/1969,1,5.04,52,11,8,15(1995-1997),Ottis D Gibson,1,0,123.1,141,621,102.17,34
719,0,1,0,0,0,78,120,8,12.50,0.00,Left Handed,30.00,4/23,Left Arm Orthodox,30/03/1940,1,2.50,0,1,1,2(1985-1985),Norman Gifford,0,0,20.0,0,50,N/A,4
720,0,1,1,0,0,58,684,102,30.67,7.80,Right Handed,38.00,5/46,Right Arm Fast Medium,29/12/1960,0,4.84,8,8,4,14(1986-1986),David R Gilbert,3,0,114.0,39,552,38.24,18
721,16,,1163,55,149,47,,9922,,35.89,Left Handed,,,,14/11/1971,19,,172,279,,287(1996-2008),Adam C Gilchrist,11,259,,9619,,96.95,
722,0,1,24,0,4,45,2856,551,37.62,17.50,Right Handed,51.93,5/57,Left Arm Orthodox,19/03/1973,2,4.35,41,35,17,62(1997-2005),Ashley F Giles,13,0,476.0,385,2069,69.87,55
723,0,6,16,0,6,43,5144,368,25.43,12.57,Right Handed,36.23,5/22,Right Arm Fast,19/04/1975,8,4.21,44*,39,80,97(1996-2005),Jason N Gillespie,16,0,857.2,289,3611,78.53,142
724,0,1,8,0,1,39,1521,118,37.00,15.50,Right Handed,41.11,4/58,Right Arm Fast Medium,17/10/1979,1,5.40,28,14,29,32(2006-2009),Mark R Gillespie,8,0,253.3,93,1369,78.81,37
725,0,,0,0,0,44,,14,,0.50,Right Handed,,,Right Arm Medium,11/05/1974,3,,2,4,,5(2006-2007),Peter G Gillespie,0,0,,2,,14.29,
726,0,1,4,0,1,62,963,106,32.00,11.67,Right Handed,41.87,4/30,Right Arm Fast Medium,02/03/1957,1,4.59,18*,11,12,19(1986-1988),Stuart R Gillespie,5,0,160.3,70,736,66.04,23
727,0,2,7,0,0,10,320,39,10.31,42.00,Left Handed,20.00,6/14,Left Arm Fast Medium,26/06/1951,0,3.09,28*,2,9,5(1974-1975),Gary J Gilmour,1,0,46.0,42,165,107.69,16
728,0,0,0,0,0,56,186,104,58.00,22.00,Right Handed,93.00,1/22,Right Arm Medium,24/07/1962,0,3.74,23*,4,3,5(1986-1990),Golam Faruq,2,0,31.0,44,116,42.31,2
729,1,2,73,6,4,65,1285,2578,24.10,28.88,Left Handed,31.34,4/31,Right Arm Medium,13/07/1953,5,4.61,101,64,10,83(1978-1987),Hilary A Gomes,15,0,214.1,1415,988,54.89,41
730,0,,0,0,0,24,1,45,,3.50,Right Handed,,,Right Arm Medium Fast,05/12/1994,0,,6,2,,2(2013-2013),Dhiren M Gondaria,0,0,2,7,,15.56,
731,0,0,0,0,0,35,78,0,38.00,N/A,Right Handed,39.00,2/65,Right Arm Medium,04/01/1984,0,5.85,0,0,1,2(2008-2008),Manpreet Gony,0,0,13.0,0,76,N/A,2
732,8,0,407,23,15,65,2066,6934,42.11,36.98,Right Handed,57.39,3/19,Right Arm Medium,23/07/1953,4,4.40,142,122,26,125(1976-1995),Graham A Gooch,6,99,344.0,4290,1516,61.87,36
733,2,0,160,8,8,46,248,2654,52.50,27.13,Right Handed,62.00,1/12,Right Arm Leg Break,11/12/1972,1,5.08,112*,70,1,71(1998-2000),Murray W Goodwin,3,0,41.2,1818,210,68.50,4
734,0,0,8,0,0,61,36,104,35.00,23.00,Left Handed,36.00,1/24,,08/11/1957,0,5.83,35,3,0,3(1983-1983),Yohan Goonasekera,0,0,6.0,69,35,66.35,1
735,0,0,0,0,0,67,54,0,N/A,N/A,Right Handed,N/A,0/34,Right Arm Medium,15/08/1951,0,3.78,0,0,1,1(1979-1979),Frederick R M D Goonatillake,0,0,9.0,0,34,N/A,0
736,0,,0,0,0,66,,58,,31.00,Right Handed,,,,16/08/1952,0,,14*,4,,6(1982-1982),Hettiarachige M Goonatillake,3,1,,31,,53.45,
737,0,0,0,0,0,32,204,28,31.83,3.50,Right Handed,34.00,3/26,Right Arm Fast Medium,20/01/1987,0,5.62,4,4,3,5(2012-2014),Jeremy O A G Gordon,2,0,34.0,7,191,25.00,6
738,0,0,2,0,0,37,15,59,N/A,5.40,Left Handed,N/A,0/1,Right Arm Medium,31/01/1982,0,10.00,9,5,0,5(2011-2011),Tyson G Gordon,0,0,2.3,27,25,45.76,0
